split_type,target,representation,repeat,fold,cv_cycle,auc
chemical,is_active_not_toxic,CLOOME,2,2,2_2,0.6158432303009572
chemical,is_active_not_toxic,CellCLIP,2,2,2_2,0.6640912180738906
chemical,is_active_not_toxic,CellCount,2,2,2_2,0.5014574845321546
chemical,is_active_not_toxic,MLP_CLOOME_arch,2,2,2_2,0.652884336452159
chemical,is_active_not_toxic,Morphology,2,3,2_3,0.8611784227993468
chemical,is_active_not_toxic,PhysChem,2,3,2_3,0.6824400887152522
chemical,is_active_not_toxic,LogP,2,3,2_3,0.6460423235827545
chemical,is_active_not_toxic,MorganFP,2,3,2_3,0.6382625378023516
chemical,is_active_not_toxic,CLOOME,2,3,2_3,0.6156106914134774
chemical,is_active_not_toxic,CellCLIP,2,3,2_3,0.6450736803176204
chemical,is_active_not_toxic,CellCount,2,3,2_3,0.4661098490916147
chemical,is_active_not_toxic,MLP_CLOOME_arch,2,3,2_3,0.6493813745273698
chemical,is_active_not_toxic,Morphology,2,4,2_4,0.8559651924697298
chemical,is_active_not_toxic,PhysChem,2,4,2_4,0.7078746418183153
chemical,is_active_not_toxic,LogP,2,4,2_4,0.6651826297909027
chemical,is_active_not_toxic,MorganFP,2,4,2_4,0.6634176402402316
chemical,is_active_not_toxic,CLOOME,2,4,2_4,0.6311967212163325
chemical,is_active_not_toxic,CellCLIP,2,4,2_4,0.6614280204522995
chemical,is_active_not_toxic,CellCount,2,4,2_4,0.48985589370122573
chemical,is_active_not_toxic,MLP_CLOOME_arch,2,4,2_4,0.6456252898561048
chemical,is_active,Morphology,3,0,3_0,0.9503292467054573
chemical,is_active,PhysChem,3,0,3_0,0.8027143445454064
chemical,is_active,LogP,3,0,3_0,0.7228958889619533
chemical,is_active,MorganFP,3,0,3_0,0.7687696775864816
chemical,is_active,CLOOME,3,0,3_0,0.6832747157128434
chemical,is_active,CellCLIP,3,0,3_0,0.7392921133561825
chemical,is_active,CellCount,3,0,3_0,0.8508134855398799
chemical,is_active,MLP_CLOOME_arch,3,0,3_0,0.7651860943394974
chemical,is_active,Morphology,3,1,3_1,0.9432467284363358
chemical,is_active,PhysChem,3,1,3_1,0.7986687404220327
chemical,is_active,LogP,3,1,3_1,0.7156074663499274
chemical,is_active,MorganFP,3,1,3_1,0.7679212332891726
chemical,is_active,CLOOME,3,1,3_1,0.6640597291382011
chemical,is_active,CellCLIP,3,1,3_1,0.7459121547259611
chemical,is_active,CellCount,3,1,3_1,0.8504776005349126
chemical,is_active,MLP_CLOOME_arch,3,1,3_1,0.7529149206560155
chemical,is_active,Morphology,3,2,3_2,0.9466879441165845
chemical,is_active,PhysChem,3,2,3_2,0.7957377267045148
chemical,is_active,LogP,3,2,3_2,0.7124069198087937
chemical,is_active,MorganFP,3,2,3_2,0.7774178007948934
chemical,is_active,CLOOME,3,2,3_2,0.6765566662652054
chemical,is_active,CellCLIP,3,2,3_2,0.7308544481221992
chemical,is_active,CellCount,3,2,3_2,0.8504896443744887
chemical,is_active,MLP_CLOOME_arch,3,2,3_2,0.7551541403813329
chemical,is_active,Morphology,3,3,3_3,0.9445624924201016
chemical,is_active,PhysChem,3,3,3_3,0.7938788894223661
chemical,is_active,LogP,3,3,3_3,0.6973350738718204
chemical,is_active,MorganFP,3,3,3_3,0.754907205430613
chemical,is_active,CLOOME,3,3,3_3,0.6679904838010303
chemical,is_active,CellCLIP,3,3,3_3,0.739380873902057
chemical,is_active,CellCount,3,3,3_3,0.8509160670586339
chemical,is_active,MLP_CLOOME_arch,3,3,3_3,0.7598052734495059
chemical,is_active,Morphology,3,4,3_4,0.9470236038526325
chemical,is_active,PhysChem,3,4,3_4,0.7970261164029251
chemical,is_active,LogP,3,4,3_4,0.7100813900175755
chemical,is_active,MorganFP,3,4,3_4,0.7591853439826705
